,customer_id,Recency,Frequency,MonetaryValue,label_kmeans5
3317,CS4429,30,20,1356,Kelas B
3318,CS4430,47,16,1090,Kelas B
3319,CS4431,90,23,1585,Kelas A
3320,CS4432,63,15,1048,Kelas B
3321,CS4433,72,22,1520,Kelas A
3322,CS4434,148,14,1042,Kelas C
3323,CS4435,10,16,1056,Kelas B
3324,CS4436,106,12,791,Kelas D
3325,CS4437,55,16,973,Kelas B
3326,CS4438,6,24,1718,Kelas A
3327,CS4439,183,12,684,Kelas D
3328,CS4440,119,18,1266,Kelas C
3329,CS4441,16,21,1336,Kelas B
3330,CS4442,66,23,1679,Kelas A
3331,CS4443,50,15,1056,Kelas B
3332,CS4444,45,18,1051,Kelas B
3333,CS4445,39,21,1387,Kelas B
3334,CS4446,50,25,1973,Kelas A
3335,CS4447,126,19,1443,Kelas C
3336,CS4448,2,23,1525,Kelas A
3337,CS4449,151,19,1270,Kelas C
3338,CS4450,51,15,1078,Kelas B
3339,CS4451,88,18,1210,Kelas B
3340,CS4452,98,19,1296,Kelas B
3341,CS4453,33,19,1386,Kelas B
3342,CS4454,131,17,1125,Kelas C
3343,CS4455,204,15,1101,Kelas C
3344,CS4456,92,22,1701,Kelas A
3345,CS4457,91,16,1204,Kelas B
3346,CS4458,77,27,2025,Kelas A
3347,CS4459,16,14,960,Kelas D
3348,CS4460,51,19,1349,Kelas B
3349,CS4461,31,20,1346,Kelas B
3350,CS4462,218,21,1559,Kelas C
3351,CS4463,66,17,1271,Kelas B
3352,CS4464,116,13,1019,Kelas D
3353,CS4465,3,19,1150,Kelas B
3354,CS4466,87,20,1507,Kelas B
3355,CS4467,15,22,1480,Kelas B
3356,CS4468,27,18,1282,Kelas B
3357,CS4469,114,15,1039,Kelas C
3358,CS4470,80,24,1688,Kelas A
3359,CS4471,88,20,1429,Kelas B
3360,CS4472,3,16,1179,Kelas B
3361,CS4473,88,23,1533,Kelas A
3362,CS4474,152,25,1598,Kelas A
3363,CS4475,42,23,1775,Kelas A
3364,CS4476,8,19,1223,Kelas B
3365,CS4477,1,17,1253,Kelas B
3366,CS4478,1,19,1307,Kelas B
3367,CS4479,35,20,1525,Kelas B
3368,CS4480,12,17,1294,Kelas B
3369,CS4481,1,14,920,Kelas D
3370,CS4482,36,16,1148,Kelas B
3371,CS4483,49,27,2057,Kelas A
3372,CS4484,89,21,1575,Kelas A
3373,CS4485,67,15,1043,Kelas B
3374,CS4486,104,18,1341,Kelas C
3375,CS4487,2,18,1339,Kelas B
3376,CS4488,8,21,1452,Kelas B
3377,CS4489,182,18,1292,Kelas C
3378,CS4490,13,23,1503,Kelas A
3379,CS4491,10,12,942,Kelas D
3380,CS4492,165,14,1141,Kelas C
3381,CS4493,98,18,1334,Kelas B
3382,CS4494,73,14,992,Kelas D
3383,CS4495,8,29,1944,Kelas A
3384,CS4496,25,22,1506,Kelas A
3385,CS4497,12,21,1670,Kelas A
3386,CS4498,29,18,1223,Kelas B
3387,CS4499,5,9,606,Kelas D
3388,CS4500,157,20,1429,Kelas C
3389,CS4501,119,18,1241,Kelas C
3390,CS4502,116,14,980,Kelas D
3391,CS4503,62,23,1605,Kelas A
3392,CS4504,83,24,1766,Kelas A
3393,CS4505,245,11,739,Kelas E
3394,CS4506,7,21,1421,Kelas B
3395,CS4507,105,18,1218,Kelas C
3396,CS4508,88,17,1173,Kelas B
3397,CS4509,99,18,1198,Kelas B
3398,CS4510,117,26,1617,Kelas A
3399,CS4511,192,21,1535,Kelas C
3400,CS4512,35,23,1575,Kelas A
3401,CS4513,12,17,1308,Kelas B
3402,CS4514,10,17,1045,Kelas B
3403,CS4515,1,21,1548,Kelas B
3404,CS4516,10,23,1767,Kelas A
3405,CS4517,88,28,2000,Kelas A
3406,CS4518,44,17,1268,Kelas B
3407,CS4519,54,11,809,Kelas D
3408,CS4520,24,21,1412,Kelas B
3409,CS4521,98,22,1637,Kelas A
3410,CS4522,11,24,1699,Kelas A
3411,CS4523,224,15,893,Kelas C
3412,CS4524,6,23,1523,Kelas A
3413,CS4525,140,23,1575,Kelas C
3414,CS4526,111,22,1346,Kelas C
3415,CS4527,117,18,1329,Kelas C
3416,CS4528,37,14,1100,Kelas B
3417,CS4529,306,11,756,Kelas E
3418,CS4530,105,19,1477,Kelas C
3419,CS4531,5,22,1532,Kelas A
3420,CS4532,56,15,1209,Kelas B
3421,CS4533,12,25,1457,Kelas A
3422,CS4534,15,16,1063,Kelas B
3423,CS4535,73,16,1095,Kelas B
3424,CS4536,52,20,1365,Kelas B
3425,CS4537,81,17,1175,Kelas B
3426,CS4538,28,22,1591,Kelas A
3427,CS4539,83,19,1341,Kelas B
3428,CS4540,1,32,2361,Kelas A
3429,CS4541,26,25,1582,Kelas A
3430,CS4542,11,12,824,Kelas D
3431,CS4543,33,24,1583,Kelas A
3432,CS4544,24,16,1178,Kelas B
3433,CS4545,130,11,669,Kelas D
3434,CS4546,44,12,694,Kelas D
3435,CS4547,226,20,1308,Kelas C
3436,CS4548,13,15,995,Kelas B
3437,CS4549,61,18,1293,Kelas B
3438,CS4550,142,24,1832,Kelas A
3439,CS4551,16,14,1007,Kelas B
3440,CS4552,93,19,1376,Kelas B
3441,CS4553,7,28,2081,Kelas A
3442,CS4554,14,20,1312,Kelas B
3443,CS4555,15,33,2331,Kelas A
3444,CS4556,36,16,924,Kelas B
3445,CS4557,134,15,1071,Kelas C
3446,CS4558,54,25,1786,Kelas A
3447,CS4559,20,13,777,Kelas D
3448,CS4560,64,28,1972,Kelas A
3449,CS4561,48,27,1892,Kelas A
3450,CS4562,69,14,965,Kelas D
3451,CS4563,55,25,1674,Kelas A
3452,CS4564,309,22,1466,Kelas C
3453,CS4565,67,23,1608,Kelas A
3454,CS4566,144,15,1020,Kelas C
3455,CS4567,95,9,574,Kelas D
3456,CS4568,52,18,1138,Kelas B
3457,CS4569,96,19,1205,Kelas B
3458,CS4570,114,25,1736,Kelas A
3459,CS4571,69,21,1416,Kelas B
3460,CS4572,95,26,1567,Kelas A
3461,CS4573,109,19,1367,Kelas C
3462,CS4574,374,14,1053,Kelas E
3463,CS4575,66,22,1451,Kelas B
3464,CS4576,22,15,1085,Kelas B
3465,CS4577,44,16,1335,Kelas B
3466,CS4578,61,18,1191,Kelas B
3467,CS4579,64,23,1744,Kelas A
3468,CS4580,234,16,1251,Kelas C
3469,CS4581,59,14,1153,Kelas B
3470,CS4582,12,21,1516,Kelas B
3471,CS4583,88,28,1988,Kelas A
3472,CS4584,139,18,1151,Kelas C
3473,CS4585,1,15,1115,Kelas B
3474,CS4586,1,20,1505,Kelas B
3475,CS4587,79,22,1657,Kelas A
3476,CS4588,76,22,1508,Kelas A
3477,CS4589,18,18,1146,Kelas B
3478,CS4590,46,24,1625,Kelas A
3479,CS4591,1,15,1084,Kelas B
3480,CS4592,112,17,1157,Kelas C
3481,CS4593,29,24,1760,Kelas A
3482,CS4594,94,23,1685,Kelas A
3483,CS4595,108,19,1376,Kelas C
3484,CS4596,32,19,1383,Kelas B
3485,CS4597,3,24,1520,Kelas A
3486,CS4598,103,20,1118,Kelas C
3487,CS4599,36,24,1638,Kelas A
3488,CS4600,105,19,1181,Kelas C
3489,CS4601,3,13,919,Kelas D
3490,CS4602,27,24,1728,Kelas A
3491,CS4603,66,30,2111,Kelas A
3492,CS4604,10,29,2008,Kelas A
3493,CS4605,64,17,1176,Kelas B
3494,CS4606,208,20,1463,Kelas C
3495,CS4607,15,17,1107,Kelas B
3496,CS4608,1,32,2449,Kelas A
3497,CS4609,66,28,2043,Kelas A
3498,CS4610,146,20,1333,Kelas C
3499,CS4611,83,23,1558,Kelas A
3500,CS4612,124,18,1302,Kelas C
3501,CS4613,26,21,1629,Kelas A
3502,CS4614,5,17,1309,Kelas B
3503,CS4615,131,24,1597,Kelas A
3504,CS4616,23,19,1306,Kelas B
3505,CS4617,18,28,1956,Kelas A
3506,CS4618,31,20,1315,Kelas B
3507,CS4619,27,15,1047,Kelas B
3508,CS4620,263,15,1135,Kelas C
3509,CS4621,24,17,1251,Kelas B
3510,CS4622,118,19,1315,Kelas C
3511,CS4623,34,23,1717,Kelas A
3512,CS4624,243,24,1737,Kelas C
3513,CS4625,165,28,1925,Kelas A
3514,CS4626,202,20,1383,Kelas C
3515,CS4627,36,23,1560,Kelas A
3516,CS4628,4,18,1238,Kelas B
3517,CS4629,82,19,1225,Kelas B
3518,CS4630,235,10,704,Kelas E
3519,CS4631,19,30,2157,Kelas A
3520,CS4632,43,17,1315,Kelas B
3521,CS4633,36,21,1457,Kelas B
3522,CS4634,70,11,693,Kelas D
3523,CS4635,2,20,1449,Kelas B
3524,CS4636,95,16,1101,Kelas B
3525,CS4637,5,19,1467,Kelas B
3526,CS4638,33,24,1609,Kelas A
3527,CS4639,58,25,1495,Kelas A
3528,CS4640,20,29,2138,Kelas A
3529,CS4641,303,19,1263,Kelas C
3530,CS4642,13,22,1546,Kelas A
3531,CS4643,54,19,1377,Kelas B
3532,CS4644,128,14,942,Kelas D
3533,CS4645,94,19,1293,Kelas B
3534,CS4646,129,26,1772,Kelas A
3535,CS4647,38,27,1955,Kelas A
3536,CS4648,42,16,1157,Kelas B
3537,CS4649,8,19,1286,Kelas B
3538,CS4650,73,22,1599,Kelas A
3539,CS4651,48,18,1258,Kelas B
3540,CS4652,100,22,1561,Kelas A
3541,CS4653,72,17,1103,Kelas B
3542,CS4654,173,27,1832,Kelas A
3543,CS4655,175,17,1245,Kelas C
3544,CS4656,33,18,1285,Kelas B
3545,CS4657,1,17,1257,Kelas B
3546,CS4658,8,23,1626,Kelas A
3547,CS4659,47,21,1422,Kelas B
3548,CS4660,11,33,2527,Kelas A
3549,CS4661,1,26,1769,Kelas A
3550,CS4662,89,24,1788,Kelas A
3551,CS4663,147,14,939,Kelas D
3552,CS4664,39,17,1268,Kelas B
3553,CS4665,119,18,1335,Kelas C
3554,CS4666,164,22,1375,Kelas C
3555,CS4667,21,13,894,Kelas D
3556,CS4668,82,23,1698,Kelas A
3557,CS4669,104,21,1432,Kelas C
3558,CS4670,52,29,2114,Kelas A
3559,CS4671,53,21,1368,Kelas B
3560,CS4672,57,16,1153,Kelas B
3561,CS4673,33,20,1393,Kelas B
3562,CS4674,89,18,1468,Kelas B
3563,CS4675,357,21,1521,Kelas C
3564,CS4676,13,21,1526,Kelas B
3565,CS4677,44,19,1276,Kelas B
3566,CS4678,151,24,1581,Kelas C
3567,CS4679,18,21,1607,Kelas A
3568,CS4680,95,12,740,Kelas D
3569,CS4681,10,22,1532,Kelas A
3570,CS4682,13,21,1329,Kelas B
3571,CS4683,135,15,1085,Kelas C
3572,CS4684,132,17,1073,Kelas C
3573,CS4685,227,24,1686,Kelas C
3574,CS4686,65,23,1740,Kelas A
3575,CS4687,81,24,1724,Kelas A
3576,CS4688,93,20,1417,Kelas B
3577,CS4689,158,13,852,Kelas D
3578,CS4690,111,15,905,Kelas D
3579,CS4691,5,22,1526,Kelas A
3580,CS4692,13,18,1228,Kelas B
3581,CS4693,31,17,1139,Kelas B
3582,CS4694,114,13,953,Kelas D
3583,CS4695,168,17,1237,Kelas C
3584,CS4696,22,15,908,Kelas D
3585,CS4697,25,25,1648,Kelas A
3586,CS4698,169,17,1124,Kelas C
3587,CS4699,29,19,1306,Kelas B
3588,CS4700,3,18,1175,Kelas B
3589,CS4701,47,23,1632,Kelas A
3590,CS4702,91,25,1715,Kelas A
3591,CS4703,298,20,1385,Kelas C
3592,CS4704,24,20,1380,Kelas B
3593,CS4705,95,13,985,Kelas D
3594,CS4706,171,10,827,Kelas D
3595,CS4707,115,22,1542,Kelas C
3596,CS4708,18,21,1427,Kelas B
3597,CS4709,140,17,1172,Kelas C
3598,CS4710,94,21,1502,Kelas B
3599,CS4711,8,23,1538,Kelas A
3600,CS4712,57,14,1043,Kelas D
3601,CS4713,30,24,1762,Kelas A
3602,CS4714,171,16,1077,Kelas C
3603,CS4715,23,19,1296,Kelas B
3604,CS4716,47,13,970,Kelas D
3605,CS4717,54,22,1613,Kelas A
3606,CS4718,137,19,1354,Kelas C
3607,CS4719,182,16,1273,Kelas C
3608,CS4720,230,20,1187,Kelas C
3609,CS4721,16,24,1606,Kelas A
3610,CS4722,23,18,1250,Kelas B
3611,CS4723,6,24,1707,Kelas A
3612,CS4724,92,17,1044,Kelas B
3613,CS4725,78,20,1348,Kelas B
3614,CS4726,51,14,932,Kelas D
3615,CS4727,12,22,1500,Kelas A
3616,CS4728,96,14,1092,Kelas D
3617,CS4729,14,16,1077,Kelas B
3618,CS4730,33,21,1628,Kelas A
3619,CS4731,6,17,1067,Kelas B
3620,CS4732,280,16,1197,Kelas C
3621,CS4733,146,23,1682,Kelas C
3622,CS4734,11,19,1223,Kelas B
3623,CS4735,30,18,1311,Kelas B
3624,CS4736,19,14,986,Kelas D
3625,CS4737,7,24,1668,Kelas A
3626,CS4738,66,18,1258,Kelas B
3627,CS4739,64,25,1818,Kelas A
3628,CS4740,49,18,1141,Kelas B
3629,CS4741,19,22,1629,Kelas A
3630,CS4742,151,15,975,Kelas C
3631,CS4743,22,16,1099,Kelas B
3632,CS4744,93,19,1349,Kelas B
3633,CS4745,37,22,1380,Kelas B
3634,CS4746,5,31,2337,Kelas A
3635,CS4747,9,11,718,Kelas D
3636,CS4748,65,20,1525,Kelas B
3637,CS4749,24,27,1959,Kelas A
3638,CS4750,200,18,1266,Kelas C
3639,CS4751,4,15,1232,Kelas B
3640,CS4752,14,19,1162,Kelas B
3641,CS4753,129,19,1209,Kelas C
3642,CS4754,172,20,1423,Kelas C
3643,CS4755,13,20,1598,Kelas B
3644,CS4756,19,17,1196,Kelas B
3645,CS4757,9,17,1188,Kelas B
3646,CS4758,49,22,1388,Kelas B
3647,CS4759,60,16,1138,Kelas B
3648,CS4760,46,22,1707,Kelas A
3649,CS4761,119,20,1365,Kelas C
3650,CS4762,68,20,1313,Kelas B
3651,CS4763,20,21,1382,Kelas B
3652,CS4764,2,18,1396,Kelas B
3653,CS4765,129,20,1299,Kelas C
3654,CS4766,2,22,1605,Kelas A
3655,CS4767,174,14,1046,Kelas C
3656,CS4768,2,26,1721,Kelas A
3657,CS4769,97,19,1271,Kelas B
3658,CS4770,151,18,1134,Kelas C
3659,CS4771,13,14,874,Kelas D
3660,CS4772,24,19,1146,Kelas B
3661,CS4773,177,27,2074,Kelas A
3662,CS4774,235,18,1208,Kelas C
3663,CS4775,31,20,1294,Kelas B
3664,CS4776,8,22,1613,Kelas A
3665,CS4777,57,25,1767,Kelas A
3666,CS4778,110,18,1269,Kelas C
3667,CS4779,9,23,1595,Kelas A
3668,CS4780,76,17,1107,Kelas B
3669,CS4781,19,15,1046,Kelas B
3670,CS4782,3,17,1276,Kelas B
3671,CS4783,3,19,1308,Kelas B
3672,CS4784,180,23,1578,Kelas C
3673,CS4785,27,16,1219,Kelas B
3674,CS4786,137,17,1248,Kelas C
3675,CS4787,27,20,1351,Kelas B
3676,CS4788,56,19,1470,Kelas B
3677,CS4789,81,22,1551,Kelas A
3678,CS4790,56,19,1453,Kelas B
3679,CS4791,34,16,1177,Kelas B
3680,CS4792,27,20,1368,Kelas B
3681,CS4793,38,27,1862,Kelas A
3682,CS4794,31,23,1685,Kelas A
3683,CS4795,22,25,1831,Kelas A
3684,CS4796,155,18,1347,Kelas C
3685,CS4797,27,21,1577,Kelas B
3686,CS4798,25,27,2151,Kelas A
3687,CS4799,199,18,1240,Kelas C
3688,CS4800,70,23,1520,Kelas A
3689,CS4801,51,18,1254,Kelas B
3690,CS4802,8,19,1405,Kelas B
3691,CS4803,52,18,1305,Kelas B
3692,CS4804,44,25,1643,Kelas A
3693,CS4805,123,17,1354,Kelas C
3694,CS4806,95,18,1108,Kelas B
3695,CS4807,55,20,1249,Kelas B
3696,CS4808,68,24,1570,Kelas A
3697,CS4809,262,19,1294,Kelas C
3698,CS4810,70,21,1448,Kelas B
3699,CS4811,234,20,1399,Kelas C
3700,CS4812,38,15,1063,Kelas B
3701,CS4813,74,20,1437,Kelas B
3702,CS4814,171,19,1435,Kelas C
3703,CS4815,31,25,1804,Kelas A
3704,CS4816,74,18,1311,Kelas B
3705,CS4817,11,21,1389,Kelas B
3706,CS4818,11,13,942,Kelas D
3707,CS4819,109,20,1457,Kelas C
3708,CS4820,7,20,1408,Kelas B
3709,CS4821,18,16,1161,Kelas B
3710,CS4822,38,17,1118,Kelas B
3711,CS4823,228,22,1555,Kelas C
3712,CS4824,155,19,1353,Kelas C
3713,CS4825,18,19,1407,Kelas B
3714,CS4826,87,21,1497,Kelas B
3715,CS4827,23,19,1242,Kelas B
3716,CS4828,230,18,1339,Kelas C
3717,CS4829,66,26,1834,Kelas A
3718,CS4830,20,18,1253,Kelas B
3719,CS4831,22,14,923,Kelas D
3720,CS4832,78,23,1482,Kelas A
3721,CS4833,178,19,1262,Kelas C
3722,CS4834,378,14,1091,Kelas E
3723,CS4835,34,15,955,Kelas B
3724,CS4836,57,23,1761,Kelas A
3725,CS4837,15,20,1437,Kelas B
3726,CS4838,9,17,1143,Kelas B
3727,CS4839,42,24,1775,Kelas A
3728,CS4840,19,14,999,Kelas D
3729,CS4841,2,26,1960,Kelas A
3730,CS4842,49,20,1319,Kelas B
3731,CS4843,110,15,896,Kelas D
3732,CS4844,151,26,1669,Kelas A
3733,CS4845,3,23,1532,Kelas A
3734,CS4846,42,27,1855,Kelas A
3735,CS4847,12,21,1340,Kelas B
3736,CS4848,2,18,1287,Kelas B
3737,CS4849,8,25,1850,Kelas A
3738,CS4850,20,17,1237,Kelas B
3739,CS4851,67,18,1162,Kelas B
3740,CS4852,66,23,1559,Kelas A
3741,CS4853,82,19,1294,Kelas B
3742,CS4854,4,18,1167,Kelas B
3743,CS4855,5,24,1660,Kelas A
3744,CS4856,31,16,1172,Kelas B
3745,CS4857,4,19,1381,Kelas B
3746,CS4858,61,28,2247,Kelas A
3747,CS4859,36,18,1332,Kelas B
3748,CS4860,265,23,1629,Kelas C
3749,CS4861,82,15,1132,Kelas B
3750,CS4862,152,26,1853,Kelas A
3751,CS4863,42,21,1484,Kelas B
3752,CS4864,58,18,1307,Kelas B
3753,CS4865,2,26,1941,Kelas A
3754,CS4866,28,19,1487,Kelas B
3755,CS4867,32,30,2106,Kelas A
3756,CS4868,12,27,1899,Kelas A
3757,CS4869,81,18,1234,Kelas B
3758,CS4870,3,19,1242,Kelas B
3759,CS4871,11,26,2006,Kelas A
3760,CS4872,3,22,1475,Kelas B
3761,CS4873,313,14,1130,Kelas E
3762,CS4874,103,21,1532,Kelas C
3763,CS4875,49,20,1605,Kelas B
3764,CS4876,170,23,1492,Kelas C
3765,CS4877,9,16,1176,Kelas B
3766,CS4878,79,21,1279,Kelas B
3767,CS4879,24,18,1195,Kelas B
3768,CS4880,67,20,1423,Kelas B
3769,CS4881,7,17,1109,Kelas B
3770,CS4882,106,16,1136,Kelas C
3771,CS4883,106,15,1012,Kelas D
3772,CS4884,36,19,1152,Kelas B
3773,CS4885,184,21,1520,Kelas C
3774,CS4886,10,20,1411,Kelas B
3775,CS4887,38,23,1516,Kelas A
3776,CS4888,87,20,1559,Kelas B
3777,CS4889,6,23,1436,Kelas A
3778,CS4890,131,17,1257,Kelas C
3779,CS4891,42,19,1439,Kelas B
3780,CS4892,133,22,1404,Kelas C
3781,CS4893,66,20,1286,Kelas B
3782,CS4894,85,12,824,Kelas D
3783,CS4895,49,19,1197,Kelas B
3784,CS4896,166,20,1423,Kelas C
3785,CS4897,41,30,1999,Kelas A
3786,CS4898,32,13,866,Kelas D
3787,CS4899,16,19,1372,Kelas B
3788,CS4900,18,17,1068,Kelas B
3789,CS4901,74,23,1491,Kelas A
3790,CS4902,29,18,1383,Kelas B
3791,CS4903,3,26,1584,Kelas A
3792,CS4904,14,24,1456,Kelas A
3793,CS4905,15,23,1575,Kelas A
3794,CS4906,67,22,1644,Kelas A
3795,CS4907,65,19,1344,Kelas B
3796,CS4908,150,24,1842,Kelas A
3797,CS4909,70,17,1290,Kelas B
3798,CS4910,139,18,1252,Kelas C
3799,CS4911,132,15,1069,Kelas C
3800,CS4912,11,19,1545,Kelas B
3801,CS4913,93,16,1047,Kelas B
3802,CS4914,135,21,1471,Kelas C
3803,CS4915,26,22,1487,Kelas A
3804,CS4916,59,21,1484,Kelas B
3805,CS4917,52,20,1392,Kelas B
3806,CS4918,141,22,1561,Kelas C
3807,CS4919,470,13,863,Kelas E
3808,CS4920,51,17,1173,Kelas B
3809,CS4921,7,12,908,Kelas D
3810,CS4922,18,16,1117,Kelas B
3811,CS4923,225,18,1064,Kelas C
3812,CS4924,113,23,1527,Kelas A
3813,CS4925,89,21,1316,Kelas B
3814,CS4926,46,16,1167,Kelas B
3815,CS4927,50,20,1401,Kelas B
3816,CS4928,39,18,1318,Kelas B
3817,CS4929,45,25,1624,Kelas A
3818,CS4930,38,20,1440,Kelas B
3819,CS4931,18,29,2246,Kelas A
3820,CS4932,159,26,1840,Kelas A
3821,CS4933,245,16,1040,Kelas C
3822,CS4934,161,24,1865,Kelas A
3823,CS4935,105,21,1575,Kelas C
3824,CS4936,43,25,1669,Kelas A
3825,CS4937,90,16,1152,Kelas B
3826,CS4938,2,15,1057,Kelas B
3827,CS4939,109,29,2088,Kelas A
3828,CS4940,40,15,1109,Kelas B
3829,CS4941,20,22,1434,Kelas B
3830,CS4942,164,19,1484,Kelas C
3831,CS4943,19,19,1338,Kelas B
3832,CS4944,28,27,2062,Kelas A
3833,CS4945,52,23,1603,Kelas A
3834,CS4946,38,21,1548,Kelas B
3835,CS4947,46,11,834,Kelas D
3836,CS4948,37,18,1287,Kelas B
3837,CS4949,18,21,1365,Kelas B
3838,CS4950,29,12,863,Kelas D
3839,CS4951,97,20,1488,Kelas B
3840,CS4952,113,25,1888,Kelas A
3841,CS4953,178,21,1381,Kelas C
3842,CS4954,2,20,1364,Kelas B
3843,CS4955,19,25,1799,Kelas A
3844,CS4956,27,18,1395,Kelas B
3845,CS4957,58,23,1634,Kelas A
3846,CS4958,46,14,812,Kelas D
3847,CS4959,242,23,1768,Kelas C
3848,CS4960,86,17,1177,Kelas B
3849,CS4961,22,21,1365,Kelas B
3850,CS4962,41,25,1774,Kelas A
3851,CS4963,49,19,1243,Kelas B
3852,CS4964,39,20,1237,Kelas B
3853,CS4965,34,27,1790,Kelas A
3854,CS4966,143,23,1504,Kelas C
3855,CS4967,42,25,1818,Kelas A
3856,CS4968,9,18,1278,Kelas B
3857,CS4969,26,18,1295,Kelas B
3858,CS4970,30,23,1712,Kelas A
3859,CS4971,25,19,1367,Kelas B
3860,CS4972,77,21,1433,Kelas B
3861,CS4973,78,23,1626,Kelas A
3862,CS4974,172,19,1273,Kelas C
3863,CS4975,118,11,777,Kelas D
3864,CS4976,31,19,1424,Kelas B
3865,CS4977,77,22,1566,Kelas A
3866,CS4978,384,10,675,Kelas E
3867,CS4979,68,17,1104,Kelas B
3868,CS4980,33,22,1564,Kelas A
3869,CS4981,28,25,1703,Kelas A
3870,CS4982,203,12,754,Kelas E
3871,CS4983,9,18,1406,Kelas B
3872,CS4984,77,18,1060,Kelas B
3873,CS4985,20,21,1468,Kelas B
3874,CS4986,7,16,1013,Kelas B
3875,CS4987,41,16,1098,Kelas B
3876,CS4988,87,20,1433,Kelas B
3877,CS4989,22,15,918,Kelas D
3878,CS4990,102,20,1406,Kelas C
3879,CS4991,15,15,1143,Kelas B
3880,CS4992,79,20,1350,Kelas B
3881,CS4993,26,26,1765,Kelas A
3882,CS4994,19,18,1216,Kelas B
3883,CS4995,120,20,1331,Kelas C
3884,CS4996,29,25,1635,Kelas A
3885,CS4997,262,15,1074,Kelas E
3886,CS4998,10,34,2358,Kelas A
3887,CS4999,97,11,788,Kelas D
3888,CS5000,35,19,1408,Kelas B
3889,CS5001,31,22,1593,Kelas A
3890,CS5002,73,11,815,Kelas D
3891,CS5003,78,16,1207,Kelas B
3892,CS5004,82,18,1302,Kelas B
3893,CS5005,27,17,1146,Kelas B
3894,CS5006,44,24,1651,Kelas A
3895,CS5007,36,24,1518,Kelas A
3896,CS5008,69,16,1159,Kelas B
3897,CS5009,75,16,1067,Kelas B
3898,CS5010,19,24,1698,Kelas A
3899,CS5011,81,20,1480,Kelas B
3900,CS5012,90,24,1602,Kelas A
3901,CS5013,137,18,1298,Kelas C
3902,CS5014,48,21,1342,Kelas B
3903,CS5015,167,22,1423,Kelas C
3904,CS5016,5,25,1701,Kelas A
3905,CS5017,16,18,1255,Kelas B
3906,CS5018,77,25,1628,Kelas A
3907,CS5019,95,20,1338,Kelas B
3908,CS5020,300,9,572,Kelas E
3909,CS5021,155,20,1341,Kelas C
3910,CS5022,149,15,1209,Kelas C
3911,CS5023,43,22,1713,Kelas A
3912,CS5024,199,18,1214,Kelas C
3913,CS5025,81,28,1973,Kelas A
3914,CS5026,179,30,2098,Kelas A
3915,CS5027,3,22,1586,Kelas A
3916,CS5028,21,29,2098,Kelas A
3917,CS5029,85,16,1162,Kelas B
3918,CS5030,130,16,1028,Kelas C
3919,CS5031,62,24,1585,Kelas A
3920,CS5032,29,23,1763,Kelas A
3921,CS5033,94,22,1687,Kelas A
3922,CS5034,73,17,1130,Kelas B
3923,CS5035,65,14,1037,Kelas D
3924,CS5036,165,20,1292,Kelas C
3925,CS5037,5,15,1149,Kelas B
3926,CS5038,75,22,1470,Kelas A
3927,CS5039,39,25,1673,Kelas A
3928,CS5040,2,24,1731,Kelas A
3929,CS5041,11,25,1763,Kelas A
3930,CS5042,1,21,1646,Kelas A
3931,CS5043,57,17,1109,Kelas B
3932,CS5044,140,21,1477,Kelas C
3933,CS5045,302,12,1019,Kelas E
3934,CS5046,40,24,1712,Kelas A
3935,CS5047,12,19,1381,Kelas B
3936,CS5048,3,22,1464,Kelas B
3937,CS5049,2,28,1979,Kelas A
3938,CS5050,10,19,1515,Kelas B
3939,CS5051,31,19,1232,Kelas B
3940,CS5052,70,24,1486,Kelas A
3941,CS5053,128,18,1501,Kelas C
3942,CS5054,167,16,1279,Kelas C
3943,CS5055,70,23,1644,Kelas A
3944,CS5056,124,17,1337,Kelas C
3945,CS5057,106,26,2008,Kelas A
3946,CS5058,14,18,1146,Kelas B
3947,CS5059,36,20,1486,Kelas B
3948,CS5060,103,15,1082,Kelas B
3949,CS5061,27,22,1412,Kelas B
3950,CS5062,175,20,1443,Kelas C
3951,CS5063,24,27,1901,Kelas A
3952,CS5064,78,15,1200,Kelas B
3953,CS5065,11,24,1463,Kelas A
3954,CS5066,33,26,1696,Kelas A
3955,CS5067,15,27,1857,Kelas A
3956,CS5068,25,22,1500,Kelas A
3957,CS5069,107,23,1666,Kelas A
3958,CS5070,112,21,1477,Kelas C
3959,CS5071,34,16,1180,Kelas B
3960,CS5072,128,16,1085,Kelas C
3961,CS5073,154,18,1362,Kelas C
3962,CS5074,88,15,1010,Kelas D
3963,CS5075,22,18,1180,Kelas B
3964,CS5076,46,21,1371,Kelas B
3965,CS5077,10,21,1444,Kelas B
3966,CS5078,113,19,1351,Kelas C
3967,CS5079,57,23,1469,Kelas A
3968,CS5080,286,18,1209,Kelas C
3969,CS5081,15,22,1645,Kelas A
3970,CS5082,21,29,2072,Kelas A
3971,CS5083,67,26,1974,Kelas A
3972,CS5084,35,20,1465,Kelas B
3973,CS5085,212,18,1313,Kelas C
3974,CS5086,92,21,1287,Kelas B
3975,CS5087,49,15,874,Kelas D
3976,CS5088,31,22,1556,Kelas A
3977,CS5089,59,12,874,Kelas D
3978,CS5090,7,21,1552,Kelas B
3979,CS5091,207,13,976,Kelas C
3980,CS5092,23,18,1200,Kelas B
3981,CS5093,67,27,1838,Kelas A
3982,CS5094,10,18,1289,Kelas B
3983,CS5095,25,20,1423,Kelas B
3984,CS5096,183,18,1348,Kelas C
